age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,salary
36,Private,110998,Masters,14,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,21225
30,Private,53285,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,25151
58,Private,104613,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,35105
17,?,303317,11th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,15300
19,Private,318822,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,15912
29,Private,375078,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Mexico,19040
20,?,232799,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,25,United-States,10146
30,Private,210851,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,19334
47,Self-emp-not-inc,213745,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,45,United-States,27736
51,Private,204447,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,29125
26,Private,318934,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,18093
24,Private,237386,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,18339
44,Private,182629,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,24,Iran,14233
43,Private,144778,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,29252
35,Private,117166,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,26139
41,Private,171550,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,22775
38,Private,165302,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,21806
54,Private,284952,10th,6,Separated,Sales,Unmarried,White,Female,0,0,43,Italy,28845
62,Private,96099,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,29329
45,Private,198759,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,36044
30,Private,227886,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,Jamaica,16916
32,Private,391874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,19945
23,Self-emp-not-inc,184370,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,17170
84,Local-gov,135839,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,United-States,12663
46,Private,194698,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,36510
29,Private,67218,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,19026
33,Private,205152,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,27884
23,Private,434467,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,18010
63,?,110150,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,55,United-States,40717
42,State-gov,404573,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,23098
17,Private,99462,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,7639
60,Private,170310,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,28708
31,Private,199883,12th,8,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,19663
28,Private,70034,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Portugal,18709
31,Private,393357,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,48,United-States,23559
61,Private,223133,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,29083
43,State-gov,345969,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,29235
40,State-gov,195520,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,49,United-States,27534
39,Private,257942,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,22193
37,Local-gov,269300,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States,14542
47,Private,137354,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,24640
45,Federal-gov,232997,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,39036
30,Private,77266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,28992
30,Self-emp-not-inc,164190,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,19360
51,Local-gov,26832,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,25910
31,Private,188096,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States,35363
48,Self-emp-inc,369522,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,15584
20,Private,110998,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,12152
31,?,163890,Some-college,10,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,19674
19,Private,358631,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,9946
50,Private,185354,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,22390
33,Private,336061,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,25329
25,?,47011,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,20,United-States,8879
30,Private,59496,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,19361
23,Private,32950,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,17160
24,Private,199555,Assoc-voc,11,Never-married,Sales,Unmarried,White,Male,0,0,5,United-States,2185
28,Private,91299,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,45,United-States,21052
38,Private,242559,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,20743
52,Federal-gov,22428,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,39338
32,Private,239150,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,19982
37,Private,170563,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,17235
36,Private,173542,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,21209
39,Private,286026,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,22165
49,Local-gov,163229,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,35418
40,Local-gov,165726,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,22461
42,Private,70055,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,25961
35,Private,184655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,20930
39,Private,139906,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,81,United-States,44829
32,Local-gov,198211,Assoc-voc,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,19980
22,Private,146540,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,21058
53,Local-gov,132304,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,26473
25,Private,190916,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,17803
17,Never-worked,237272,10th,6,Never-married,?,Own-child,White,Male,0,0,30,United-States,11435
44,Private,755858,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,41416
52,Private,127315,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,26221
42,State-gov,304302,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,23099
34,Private,184942,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,25724
27,Private,267989,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,18410
37,Private,188377,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,21475
26,Private,340787,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,18108
57,Private,169071,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States,19442
36,Self-emp-not-inc,151094,Assoc-voc,11,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,25458
27,Private,122922,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,18408
17,Private,151141,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,5735
30,Private,136651,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,19343
37,Private,177285,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,25787
31,Local-gov,128016,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,19697
23,Private,200318,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,8589
32,Private,250354,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United-States,22436
58,Private,191069,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,28070
31,Private,27856,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,8,United-States,3930
44,Private,523484,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,23736
42,Private,196029,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,27648
45,Private,200471,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,21010
20,Private,353195,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,14171
35,Private,222868,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,20898
50,Private,221791,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,25572
56,Private,197114,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,19220
48,Private,160220,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,24945
58,Self-emp-not-inc,274917,Masters,14,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,10522
32,Private,348460,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,24974
23,Private,112683,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,5150
48,Private,345831,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,24973
33,Private,105370,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,35483
48,Private,345006,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,28064
40,Local-gov,108765,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,22461
50,Private,138022,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,25596
52,Self-emp-not-inc,175029,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,22884
19,Private,189574,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,11938
36,Self-emp-not-inc,186035,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,15916
39,Private,165235,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,22153
22,Private,105043,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,16845
33,Private,248584,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,25287
35,Private,200153,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,23507
50,Private,398625,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,25628
43,Private,114043,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,23400
29,Private,169544,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,19026
56,Private,343849,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,27456
24,Private,291578,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,21847
46,Private,136162,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,24351
48,Self-emp-inc,302612,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,24954
65,Local-gov,240166,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,26491
44,Private,119281,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,29687
73,Self-emp-not-inc,300404,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,6,United-States,4918
21,Private,82847,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,20716
43,Federal-gov,287008,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States,20462
21,Private,654141,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,13250
30,Private,252646,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,9664
54,Private,171924,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,32209
19,Private,219742,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,5971
55,State-gov,153788,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,25095
20,Private,60639,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,11357
53,Private,96062,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece,26543
51,Private,165614,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,35582
33,Private,159888,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,20312
62,Private,110586,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,29288
24,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,13128
17,Self-emp-inc,413557,9th,5,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,15302
26,Private,137658,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,20356
36,Private,398931,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,21207
32,Private,311764,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,17463
58,Private,98725,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,35095
38,Private,140854,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,21838
26,Federal-gov,352768,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,18117
45,?,27184,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,38,United-States,22866
72,?,237229,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,30,United-States,24340
27,Private,210313,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Guatemala,22991
38,Private,194538,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,26194
28,Private,211032,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,18716
38,Self-emp-inc,107909,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,21818
29,Private,136077,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,28515
28,Private,214689,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,11723
70,?,147558,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,7,United-States,5570
40,Self-emp-not-inc,93793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,28057
26,Private,247025,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,18110
43,Private,284403,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,35060
29,Private,221977,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,19011
25,Federal-gov,339956,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,17770
29,Private,161097,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,19062
60,Private,223696,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,Dominican-Republic,27262
31,Private,234500,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,19609
51,Local-gov,97005,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,25926
18,Private,242615,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,5848
36,Private,174938,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,20,United-States,10589
35,Private,160120,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,20897
48,Private,193775,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,38,United-States,23723
78,Self-emp-not-inc,59583,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,21458
72,Private,157913,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,17,United-States,13814
24,Private,308205,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,17457
58,?,158506,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,11232
48,Private,330470,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,18707
28,Private,184078,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,18692
26,Private,123384,Masters,14,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,18111
29,Private,330132,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,28560
47,Private,274720,5th-6th,3,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica,24654
50,Private,129673,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,31993
35,Federal-gov,205584,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,20890
17,Private,327127,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,7636
41,Private,225892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,27332
37,Private,224886,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,22629
35,Local-gov,27763,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,20936
56,Private,73684,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,27476
23,Private,107452,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,17160
33,Private,23871,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,16228
79,Self-emp-inc,309272,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,34632
28,Private,469864,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,18701
55,Private,286230,11th,7,Divorced,Sales,Own-child,White,Female,0,0,20,United-States,13572
59,State-gov,186308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,35444
22,Private,113062,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,16845
19,Private,86150,11th,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,19,Philippines,7570
41,Private,262038,5th-6th,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,19944
32,Private,279231,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,19950
45,Private,183786,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,21019
61,Private,339358,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,45,Mexico,32616
34,Private,287737,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,20590
43,Self-emp-not-inc,99203,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,23423
35,Private,113481,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,31375
65,Private,204042,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,15168
24,Private,43387,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England,24051
37,Private,99233,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,21532
34,Self-emp-not-inc,313729,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,25756
42,Private,99679,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,34625
18,Private,169745,7th-8th,4,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,15583
43,Federal-gov,19914,Some-college,10,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,United-States,8786
31,Private,113543,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,19675
19,Private,224241,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,7954
40,Self-emp-inc,137367,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,28087
32,Private,263908,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,19991
47,Private,280798,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,24668
32,Local-gov,203849,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,19939
46,Self-emp-inc,62546,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,21298
40,Private,197344,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,36498
36,Private,93225,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,18583
33,Private,187560,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,18270
23,State-gov,61743,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,15034
21,Private,186648,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,16518
40,Private,173321,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States,17957
53,State-gov,246820,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,33185
20,?,424034,Some-college,10,Never-married,?,Own-child,White,Male,0,0,15,United-States,6080
53,Self-emp-not-inc,291755,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,47666
58,Private,104945,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,42141
51,Private,85423,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,35588
31,Private,214235,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,65,United-States,31995
35,Self-emp-not-inc,278632,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,20909
23,?,27415,11th,7,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,17162
31,Local-gov,143392,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,17192
21,Private,277408,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,14491
39,Self-emp-not-inc,336793,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,30469
51,Private,74660,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,25885
18,Private,395026,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,4676
32,Private,171215,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,23959
56,Private,121362,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,21944
35,Private,409200,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,20924
63,Private,268965,12th,8,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,29588
61,Private,136262,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,36265
23,Private,141323,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,17170
52,Local-gov,108083,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,32770
19,Private,82210,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,19876
33,State-gov,400943,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,25366
35,Private,308489,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,26107
35,Private,187053,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,60,United-States,31355
38,Private,75826,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,21853
23,Private,413345,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,25751
22,Private,356567,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,25255
20,Private,223811,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,16242
19,Private,159313,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,15913
47,Private,250170,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,24665
59,Private,135617,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,28433
38,Private,187346,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,21863
36,Private,108103,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,26548
27,Private,255476,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,18411
24,Private,68577,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,17485
35,Private,155961,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,35,Jamaica,18294
22,State-gov,264102,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,39,Haiti,16407
